ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,19/12/2001,,04342628,Sleeconsult Limited,19/12/2001,28/02/2023,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,01/02/2004,02/02/2008,03771045,Shelburne Drive Residents Company Limited,11/05/1999,,98000,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Residents property management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,27/01/2000,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,17/07/1992,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,17/07/1992,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,rtoGZwgq5VmzR0_xwEy5zeGYTvU,Eamonn Butler,Director,17/07/1992,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,TZG23jocNd_HXtwgK8GYTF4iLqc,Dr Madsen Duncan Pirie,Director,17/07/1992,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Secretary,22/08/2002,06/01/2014,04517118,Trinorth Limited,22/08/2002,,58190,Information and communication,Other publishing activities
Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Director,22/08/2002,06/01/2014,04517118,Trinorth Limited,22/08/2002,,58190,Information and communication,Other publishing activities
Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Director,12/01/2004,06/01/2014,04963187,All Out Cricket Limited,13/11/2003,10/12/2019,58142,Information and communication,Publishing of consumer and business journals and periodicals
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,19/12/2001,,04342628,Sleeconsult Limited,19/12/2001,28/02/2023,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,01/02/2004,02/02/2008,03771045,Shelburne Drive Residents Company Limited,11/05/1999,,98000,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Residents property management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,27/01/2000,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,31/01/1999,,02249209,The Cambridge Management Centre Limited,28/04/1988,19/04/2016,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,02/07/1998,,01648021,Cambridge Management Centres Plc,02/07/1982,19/04/2016,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,22/06/1998,,03571233,Webtrain Limited,28/05/1998,19/04/2016,85590,Education,Other education n.e.c.
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,01/02/1995,,03000182,People Events Limited,09/12/1994,19/04/2016,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,06/06/1994,,02935699,"Attitudes, Skills & Knowledge Ltd.",31/05/1994,18/10/2016,85590,Education,Other education n.e.c.
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,28/11/1994,10/04/2017,02989543,Ask Europe Limited,11/11/1994,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,27/01/2000,04/09/2008,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,PTD6ZRGrlMPwHdFuol36-1_IOxw,Roger Andrew Usher,Director,01/02/1993,20/01/2020,00397914,St Georges School (Harpenden) Limited,18/08/1945,,85310,Education,General secondary education
Right,Adam Smith Institute,01/01/1977,PTD6ZRGrlMPwHdFuol36-1_IOxw,Roger Andrew Usher,Director,04/03/2002,07/09/2010,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,17/07/1992,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/11/2001,,04222574,Telereal Securitised Property Trustee 2 Limited,23/05/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/11/2001,,04227833,Telereal Securitised Property Parent Limited,04/06/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/11/2001,,04221633,Telereal Securitised Property Gp Limited,22/05/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/11/2001,,04222582,Telereal Securitised Property Trustee 1 Limited,23/05/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/11/2001,,04243014,Telereal Securitised Property Holdings Limited,28/06/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/10/2001,,04222539,Telereal General Property Trustee 2 Limited,23/05/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/10/2001,,04243011,Telereal Trading Property Limited,28/06/2001,,41100,Construction,Development of building projects
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/10/2001,,04175698,Telereal General Property Holdings Limited,08/03/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/10/2001,,04222546,Telereal General Property Gp Limited,23/05/2001,,41100,Construction,Development of building projects
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/10/2001,,04222556,Telereal General Property Parent Limited,23/05/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/10/2001,,04224476,Telereal General Property Trustee 1 Limited,29/05/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,30/10/2001,,04221641,Telereal Securitisation Holdings Limited,22/05/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,30/10/2001,,04221626,Telereal Securitisation Plc,22/05/2001,,64999,Financial and insurance activities,Financial intermediation not elsewhere classified
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,01/02/2004,20/04/2012,03680990,Talisman Global Asset Management Limited,09/12/1998,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,22/08/2001,23/09/2003,04164028,Telereal Holdings Limited,20/02/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,16/08/2002,23/09/2003,04424499,Telereal Freehold Nominee Company Limited,25/04/2002,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/03/2002,23/09/2003,04364899,Telereal Ventures Limited,01/02/2002,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,22/08/2001,23/09/2003,04269235,Amberglow Ltd,13/08/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/11/2001,23/09/2003,04175670,Telereal 112 Limited,08/03/2001,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/11/2001,23/09/2003,04243004,Telereal (Lw) Holdings Limited,28/06/2001,18/10/2022,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,24/01/2003,23/09/2003,04531148,Telereal General Freehold Nominee Limited,10/09/2002,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/11/2001,23/09/2003,04175679,Telereal Services Limited,08/03/2001,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,18/11/2001,23/09/2003,04222524,Telereal Developments Limited,23/05/2001,,41100,Construction,Development of building projects
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,03/09/2003,,04828017,Taste of the Country Limited,10/07/2003,,47290,Wholesale and retail trade; repair of motor vehicles and motorcycles,Other retail sale of food in specialised stores
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,03/09/2003,,04828017,Taste of the Country Limited,10/07/2003,,56101,Accommodation and food service activities,Licenced restaurants
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,17/08/1999,14/03/2022,02703399,Anglo-Russian Opera & Ballet Trust,02/04/1992,25/10/2022,90020,"Arts, entertainment and recreation",Support activities to performing arts
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,23/01/2003,18/02/2016,03901278,Hubcreate Limited,30/12/1999,,58290,Information and communication,Other software publishing
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,01/01/1996,17/07/2008,02129188,Rit Capital Partners Plc,07/05/1987,,64205,Financial and insurance activities,Activities of financial services holding companies
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,01/01/1996,17/07/2008,02129188,Rit Capital Partners Plc,07/05/1987,,64301,Financial and insurance activities,Activities of investment trusts
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,01/01/1996,17/07/2008,02129188,Rit Capital Partners Plc,07/05/1987,,64991,Financial and insurance activities,Security dealing on own account
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,15/12/2003,25/02/2008,SC118022,Templeton Emerging Markets Investment Trust Public Limited Company,18/05/1989,,64301,Financial and insurance activities,Activities of investment trusts
Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,03/08/2001,19/01/2005,03679284,Jerwood Charity,01/12/1998,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,13/12/2004,,05311748,J P Moulton Charitable Foundation,13/12/2004,,74909,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c."
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,20/08/2002,31/05/2013,04442623,30 St. James's Square Investments Limited,20/05/2002,07/01/2014,46342,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale of wine, beer, spirits and other alcoholic beverages"
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,10/11/1999,08/09/2009,03739124,Edlaw Limited,24/03/1999,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,20/02/2002,08/09/2009,04317894,Airborne Systems Group Limited,06/11/2001,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,04/10/2004,08/09/2009,04847704,Airborne Systems Holdings Limited,28/07/2003,,64202,Financial and insurance activities,Activities of production holding companies
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,12/08/2002,07/09/2009,04345919,Redac Limited,28/12/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,16/08/2002,07/09/2009,04510273,Point-on Holdings Limited,13/08/2002,02/07/2014,61900,Information and communication,Other telecommunications activities
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,24/02/1999,30/10/2008,03675683,Ashmore Group Plc,30/11/1998,,64205,Financial and insurance activities,Activities of financial services holding companies
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,29/07/2004,08/09/2008,05145543,Coa Solutions Limited,04/06/2004,11/02/2014,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,26/08/2003,08/09/2008,04859739,Business Systems 365 Limited,07/08/2003,25/03/2014,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,24/02/1999,16/03/2007,03344281,Ashmore Investment Management Limited,03/04/1997,,66300,Financial and insurance activities,Fund management activities
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,24/02/1999,12/03/2007,03345198,Ashmore Investments (Uk) Limited,04/04/1997,,64205,Financial and insurance activities,Activities of financial services holding companies
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,28/11/2003,12/05/2004,04928463,Ath Resources Plc,10/10/2003,13/09/2018,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,24/02/1999,13/04/2004,02226343,Aldwych Administration Services Limited,01/03/1988,,64999,Financial and insurance activities,Financial intermediation not elsewhere classified
Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,10/02/2003,23/12/2003,02131240,Civica Holdings Limited,13/05/1987,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,10/01/2001,31/10/2009,02671052,The Ambassador Theatre Group Limited,13/12/1991,,90040,"Arts, entertainment and recreation",Operation of arts facilities
Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,26/09/2003,14/10/2008,04868977,Regus Group Limited,18/08/2003,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,26/09/2003,14/10/2008,04868977,Regus Group Limited,18/08/2003,,96090,Other service activities,Other service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,01/07/2002,04/10/2004,03618979,Lone Star Europe Acquisitions Limited,20/08/1998,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,13/06/1995,14/04/2004,03062693,Chinley Limited,24/05/1995,04/11/2014,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,5EUuA2dI1j1YAypoituIr4FDodI,Roger Gerard Orf,Director,03/08/1998,01/12/2003,03548821,Office Metro Limited,17/04/1998,28/05/2013,96090,Other service activities,Other service activities n.e.c.
