ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Director,23/12/2005,02/05/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Secretary,28/02/2006,19/01/2009,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Secretary,28/02/2006,19/01/2009,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Secretary,24/02/2006,19/01/2009,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,17/07/1992,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,07/12/2005,31/03/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,23/12/2005,31/03/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,17/07/1992,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,07/12/2005,31/03/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,23/12/2005,31/03/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,rtoGZwgq5VmzR0_xwEy5zeGYTvU,Eamonn Butler,Director,17/07/1992,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,rtoGZwgq5VmzR0_xwEy5zeGYTvU,Eamonn Butler,Director,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,30/07/2009,,06977348,I.I. Foundation,30/07/2009,26/11/2013,85510,Education,Sports and recreation education
Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,30/07/2009,,06977348,I.I. Foundation,30/07/2009,26/11/2013,93199,"Arts, entertainment and recreation",Other sports activities
Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,30/07/2009,,06977348,I.I. Foundation,30/07/2009,26/11/2013,99000,Activities of extraterritorial organisations and bodies,Activities of extraterritorial organisations and bodies
Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,28/06/2007,,01196043,Great Britain-China Centre(the),10/01/1975,,85590,Education,Other education n.e.c.
Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,11/10/2005,18/02/2008,05093170,Bc Trading International Ltd,05/04/2004,,85590,Education,Other education n.e.c.
Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,23/11/2009,,07084209,Helios Social Enterprise,23/11/2009,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,23/07/2006,16/10/2010,04027804,Vision Action,06/07/2000,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,23/07/2006,16/10/2010,04027804,Vision Action,06/07/2000,,86900,Human health and social work activities,Other human health activities
Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,23/07/2006,16/10/2010,04027804,Vision Action,06/07/2000,,94990,Other service activities,Activities of other membership organisations n.e.c.
Right,Adam Smith Institute,01/01/1977,CSxHcD70n3uGlFZx_E0vYxsm1aY,Rachel June English,Director,14/04/2008,22/12/2008,05350159,Gasol Plc,02/02/2005,16/10/2019,06100,Mining and Quarrying,Extraction of crude petroleum
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Director,28/02/2006,02/05/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Director,28/02/2006,02/05/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Director,23/12/2005,02/05/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Secretary,28/02/2006,19/01/2009,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Secretary,28/02/2006,19/01/2009,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Secretary,24/02/2006,19/01/2009,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,TZG23jocNd_HXtwgK8GYTF4iLqc,Dr Madsen Duncan Pirie,Director,17/07/1992,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,TZG23jocNd_HXtwgK8GYTF4iLqc,Dr Madsen Duncan Pirie,Director,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Secretary,22/08/2002,06/01/2014,04517118,Trinorth Limited,22/08/2002,,58190,Information and communication,Other publishing activities
Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Director,22/08/2002,06/01/2014,04517118,Trinorth Limited,22/08/2002,,58190,Information and communication,Other publishing activities
Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Secretary,21/10/2008,06/01/2014,04963187,All Out Cricket Limited,13/11/2003,10/12/2019,58142,Information and communication,Publishing of consumer and business journals and periodicals
Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Director,12/01/2004,06/01/2014,04963187,All Out Cricket Limited,13/11/2003,10/12/2019,58142,Information and communication,Publishing of consumer and business journals and periodicals
Right,Adam Smith Institute,01/01/1977,1o09nW3Xlv-oyqpGcnx8Zl_I9I4,Sir Malcolm Leslie Rifkind,Director,17/06/2008,25/08/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,1o09nW3Xlv-oyqpGcnx8Zl_I9I4,Sir Malcolm Leslie Rifkind,Director,17/06/2008,25/08/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,1o09nW3Xlv-oyqpGcnx8Zl_I9I4,Sir Malcolm Leslie Rifkind,Director,17/06/2008,25/08/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,46BFP5CWasYvIi7ktpqo8Zi0mW8,Andrew Dale Ros,Director,14/09/2006,08/08/2008,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,46BFP5CWasYvIi7ktpqo8Zi0mW8,Andrew Dale Ros,Director,14/09/2006,08/08/2008,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,46BFP5CWasYvIi7ktpqo8Zi0mW8,Andrew Dale Ros,Director,14/09/2006,08/08/2008,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,14/03/2006,,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,19/12/2001,,04342628,Sleeconsult Limited,19/12/2001,28/02/2023,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,06/06/2006,01/11/2020,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,06/06/2006,23/10/2020,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,01/02/2004,02/02/2008,03771045,Shelburne Drive Residents Company Limited,11/05/1999,,98000,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Residents property management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,27/01/2000,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,14/03/2006,,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,19/12/2001,,04342628,Sleeconsult Limited,19/12/2001,28/02/2023,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,06/06/2006,01/11/2020,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,06/06/2006,23/10/2020,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,01/02/2004,02/02/2008,03771045,Shelburne Drive Residents Company Limited,11/05/1999,,98000,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Residents property management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,27/01/2000,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,31/01/1999,,02249209,The Cambridge Management Centre Limited,28/04/1988,19/04/2016,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,02/07/1998,,01648021,Cambridge Management Centres Plc,02/07/1982,19/04/2016,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,22/06/1998,,03571233,Webtrain Limited,28/05/1998,19/04/2016,85590,Education,Other education n.e.c.
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,01/02/1995,,03000182,People Events Limited,09/12/1994,19/04/2016,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,06/06/1994,,02935699,"Attitudes, Skills & Knowledge Ltd.",31/05/1994,18/10/2016,85590,Education,Other education n.e.c.
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,28/11/1994,10/04/2017,02989543,Ask Europe Limited,11/11/1994,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,27/01/2000,04/09/2008,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,07/12/2005,04/09/2008,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,7ECyB1ZGmAj7K46k5HnzRs4uzQI,Robert Terry,Director,14/03/2006,04/09/2008,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,PTD6ZRGrlMPwHdFuol36-1_IOxw,Roger Andrew Usher,Director,03/03/2009,,06834601,Rusha Consultants Limited,03/03/2009,27/11/2013,74909,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c."
Right,Adam Smith Institute,01/01/1977,PTD6ZRGrlMPwHdFuol36-1_IOxw,Roger Andrew Usher,Director,01/02/1993,20/01/2020,00397914,St Georges School (Harpenden) Limited,18/08/1945,,85310,Education,General secondary education
Right,Adam Smith Institute,01/01/1977,PTD6ZRGrlMPwHdFuol36-1_IOxw,Roger Andrew Usher,Director,04/03/2002,07/09/2010,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,PTD6ZRGrlMPwHdFuol36-1_IOxw,Roger Andrew Usher,Director,07/12/2005,07/09/2010,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,PTD6ZRGrlMPwHdFuol36-1_IOxw,Roger Andrew Usher,Director,23/12/2005,07/09/2010,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,17/07/1992,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,07/12/2005,31/03/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,23/12/2005,31/03/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,14/03/2006,,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,19/12/2001,,04342628,Sleeconsult Limited,19/12/2001,28/02/2023,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,06/06/2006,01/11/2020,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,06/06/2006,23/10/2020,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,01/02/2004,02/02/2008,03771045,Shelburne Drive Residents Company Limited,11/05/1999,,98000,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Residents property management
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,07/12/2005,28/02/2006,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,K5TsbUsgTK0NN5zAuTS8bPpWMBQ,Rodney Slee,Director,27/01/2000,28/02/2006,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Director,28/02/2006,02/05/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Director,28/02/2006,02/05/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Director,23/12/2005,02/05/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,mt6ktIl3dENSdNcNd7enCVUwdSs,William Sinclair Morrison,Secretary,28/02/2006,19/01/2009,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
